rainfall_intensity_mmh,accumulated_rain_2h_mm,elevation_m,depression_depth_m,impervious_percent,upstream_node_surcharge_m3s,pipe_capacity_ratio,road_slope_percent,flood_depth_cm
4.0,33.4,901.4,0.0,71.5,0.0,0.7,2.49,0.1
29.3,63.5,898.2,1.8,71.9,0.0,0.85,2.23,2.8
10.4,44.4,898.6,1.4,91.3,0.0,0.85,3.63,1.1
115.3,208.8,893.8,2.2,74.9,1.78,0.7,5.32,27.7
23.1,58.6,895.2,2.2,87.6,0.0,0.7,2.9,4.1
57.4,117.4,896.3,2.2,68.3,0.0,1.0,5.43,3.9
28.0,58.0,890.9,2.2,93.2,0.0,1.0,1.8,2.5
1.6,17.5,890.2,2.2,80.1,0.0,1.0,0.36,0.0
35.1,57.4,894.6,2.2,86.6,0.11,0.7,1.08,7.5
105.8,150.5,899.1,0.9,63.1,0.0,0.85,2.29,9.5
32.2,65.7,894.4,2.2,77.2,0.0,0.85,1.88,5.0
59.9,89.4,892.9,2.2,91.5,0.0,0.7,0.71,10.1
75.5,85.9,893.7,2.2,90.7,0.68,1.0,2.49,11.3
9.1,29.0,895.2,2.2,61.6,0.0,0.7,1.99,1.6
8.3,41.5,895.6,2.2,70.6,0.0,0.85,0.85,1.6
33.0,49.4,905.7,0.0,75.5,0.25,0.85,1.77,5.4
18.5,45.7,901.2,0.0,66.0,0.0,1.0,4.9,0.7
64.1,132.3,901.1,0.0,85.5,0.0,0.3,1.8,17.3
80.6,136.8,901.7,0.0,66.5,0.0,0.7,3.98,10.3
15.3,39.0,893.0,2.2,72.1,0.0,1.0,3.44,1.1
9.5,55.7,892.1,2.2,83.2,0.0,0.3,2.46,4.8
53.1,106.0,892.6,2.2,76.9,0.0,0.7,1.47,10.1
11.2,49.4,902.3,0.0,85.8,0.0,1.0,2.16,0.0
60.5,130.3,894.8,2.2,93.6,0.0,1.0,3.34,6.2
19.3,38.1,892.0,2.2,64.1,0.0,1.0,2.06,1.6
38.5,93.2,895.3,2.2,84.8,0.0,0.85,1.34,5.8
3.5,40.5,896.0,2.2,68.1,0.0,0.85,0.82,0.7
34.2,89.4,898.1,1.9,74.5,0.0,1.0,4.86,1.9
21.0,28.2,898.0,2.0,61.2,0.0,0.85,2.53,0.5
30.9,64.4,893.7,2.2,64.8,0.0,1.0,3.51,3.7
6.4,27.3,899.7,0.3,71.2,0.0,1.0,2.8,0.0
46.7,80.6,894.4,2.2,72.0,0.0,0.85,4.82,5.0
69.5,74.7,896.4,2.2,91.5,0.71,1.0,3.1,11.2
8.6,52.9,899.7,0.3,86.0,0.0,0.85,2.75,2.8
3.5,8.2,894.4,2.2,94.0,0.0,0.5,5.1,2.8
0.8,28.5,894.7,2.2,81.0,0.0,1.0,4.01,0.0
35.9,47.6,899.4,0.6,68.5,0.71,1.0,0.79,6.8
32.7,62.1,893.6,2.2,71.5,0.0,1.0,1.14,2.2
27.7,41.3,895.5,2.2,71.2,0.0,0.85,4.37,1.5
9.2,19.2,899.2,0.8,71.4,0.0,0.7,4.63,0.0
17.4,47.2,905.2,0.0,83.6,0.0,0.85,3.09,1.4
31.6,97.7,899.4,0.6,78.6,0.0,0.85,3.14,2.1
24.0,36.2,898.9,1.1,73.5,0.0,0.85,3.55,3.6
140.0,168.8,899.1,0.9,65.2,2.0,1.0,2.53,21.9
5.1,26.5,892.7,2.2,60.8,0.0,0.85,3.81,0.6
41.6,113.0,897.5,2.2,67.7,0.0,0.85,0.77,7.7
18.1,46.6,896.9,2.2,63.8,0.0,1.0,5.29,0.2
19.6,52.0,898.3,1.7,87.5,0.0,0.7,4.18,2.9
44.3,69.6,897.5,2.2,63.9,0.17,0.85,3.55,3.7
41.3,69.0,898.5,1.5,85.3,0.0,1.0,1.88,4.7
140.0,122.7,895.8,2.2,73.5,0.0,0.85,1.05,16.3
4.8,25.6,897.2,2.2,62.6,0.0,0.3,2.37,2.6
3.8,40.0,892.1,2.2,88.4,0.0,1.0,3.71,1.4
45.1,68.5,895.7,2.2,80.3,0.0,1.0,3.56,5.4
30.2,64.4,902.6,0.0,68.3,0.21,0.85,2.23,4.3
11.2,43.4,898.3,1.7,91.3,0.0,0.85,3.45,2.3
2.9,17.3,896.9,2.2,61.6,0.0,1.0,4.51,0.0
3.1,25.2,904.6,0.0,67.1,0.0,0.5,0.34,3.4
78.6,93.5,891.6,2.2,86.3,0.0,0.85,2.59,9.4
7.5,27.4,892.6,2.2,84.8,0.0,0.5,4.22,2.5
13.7,50.6,903.9,0.0,70.1,0.22,1.0,3.09,1.8
9.0,48.8,897.2,2.2,62.2,0.0,0.7,3.65,3.7
15.3,25.6,896.0,2.2,90.0,0.0,0.85,2.94,2.2
2.5,21.2,892.2,2.2,71.0,0.0,1.0,5.46,1.0
25.6,40.6,898.8,1.2,66.8,0.27,0.5,0.49,6.9
2.5,30.7,899.2,0.8,78.1,0.04,1.0,2.8,0.2
56.4,63.0,892.6,2.2,91.9,1.16,0.5,0.68,19.3
9.3,43.1,896.4,2.2,61.5,0.0,0.85,1.05,2.0
27.2,93.6,895.7,2.2,86.8,0.0,0.3,2.23,10.0
74.2,176.9,898.0,2.0,80.0,0.77,0.85,1.02,15.0
36.8,110.5,892.5,2.2,74.9,0.0,0.7,5.31,7.2
26.6,83.5,902.0,0.0,86.0,0.0,1.0,5.22,3.0
13.7,28.7,900.7,0.0,93.8,0.0,0.85,1.98,3.3
14.2,26.3,895.5,2.2,68.0,0.0,0.7,3.59,0.3
38.7,103.2,896.1,2.2,65.0,0.0,0.7,3.03,6.9
140.0,239.6,896.5,2.2,92.0,1.65,1.0,4.52,23.9
37.9,59.9,893.9,2.2,83.4,0.0,0.85,3.53,4.9
28.6,53.7,895.2,2.2,75.3,0.34,0.85,0.2,8.1
45.9,61.3,895.9,2.2,80.1,0.77,1.0,4.24,9.3
21.9,67.1,903.5,0.0,86.1,0.0,0.85,4.16,2.0
2.2,11.7,900.8,0.0,87.1,0.0,0.7,2.9,0.0
28.9,45.5,900.7,0.0,92.2,0.0,1.0,4.99,2.7
110.6,197.7,898.5,1.5,74.9,0.0,0.85,5.01,13.1
6.7,14.8,892.5,2.2,70.3,0.1,0.3,2.98,2.6
41.0,92.0,896.8,2.2,82.4,0.0,1.0,3.42,2.2
7.9,23.4,900.9,0.0,74.6,0.0,0.85,5.48,0.0
26.9,65.4,892.0,2.2,80.8,0.0,0.7,1.78,5.9
3.6,15.9,899.5,0.5,74.7,0.0,0.7,1.92,0.5
20.9,69.2,906.3,0.0,65.4,0.0,0.7,1.17,3.9
49.4,105.2,901.2,0.0,76.4,0.61,0.7,4.95,12.1
14.9,31.6,902.7,0.0,84.2,0.0,1.0,4.15,0.0
38.3,37.3,897.9,2.1,88.0,0.26,0.85,0.76,6.6
55.5,62.1,900.9,0.0,77.3,0.0,0.7,5.4,5.7
91.7,208.6,894.1,2.2,65.8,1.38,1.0,4.07,15.4
9.4,44.8,900.2,0.0,74.5,0.0,1.0,4.71,1.4
17.8,61.4,899.6,0.4,87.5,0.0,0.7,0.46,2.4
5.8,23.6,898.2,1.8,74.5,0.0,0.7,2.88,1.4
140.0,250.0,902.3,0.0,84.4,2.0,0.85,3.9,28.2
91.6,217.1,894.8,2.2,77.8,0.0,0.5,3.08,19.9
27.2,76.7,896.3,2.2,68.4,0.0,0.7,3.73,4.9
64.6,80.1,897.4,2.2,87.9,0.82,0.3,4.53,16.7
25.8,52.6,892.9,2.2,62.9,0.0,0.5,2.18,4.7
34.2,74.6,897.9,2.1,78.4,0.0,0.85,4.7,1.7
3.3,25.9,890.1,2.2,67.3,0.0,0.7,1.06,2.7
49.3,118.1,901.2,0.0,62.3,0.24,0.7,1.64,8.3
4.8,25.8,897.2,2.2,77.6,0.0,0.7,0.43,0.8
61.2,129.7,894.9,2.2,77.5,1.31,0.7,2.13,18.9
53.3,117.9,893.7,2.2,84.7,0.0,1.0,2.21,4.3
43.2,51.0,896.1,2.2,86.1,0.0,1.0,4.47,2.8
1.3,9.5,899.8,0.2,85.5,0.0,1.0,3.66,0.0
12.6,30.2,899.2,0.8,74.3,0.0,0.7,2.51,3.9
10.7,31.3,894.2,2.2,82.1,0.0,0.7,3.66,1.5
15.6,52.5,893.6,2.2,80.2,0.0,0.85,0.48,4.1
3.2,20.5,899.6,0.4,74.8,0.0,0.85,1.16,1.0
96.7,136.1,894.1,2.2,80.9,0.84,0.7,3.52,17.4
28.2,51.4,897.2,2.2,93.2,0.0,1.0,3.6,1.9
12.8,31.9,897.5,2.2,66.8,0.0,1.0,4.3,2.5
17.7,32.1,898.2,1.8,91.7,0.0,0.85,2.34,1.0
20.7,58.4,900.4,0.0,61.9,0.0,0.5,4.03,7.1
32.1,70.8,891.9,2.2,70.8,0.0,0.7,3.83,4.6
25.4,38.2,889.4,2.2,70.1,0.0,0.85,5.31,4.2
88.1,112.2,894.7,2.2,81.9,1.36,1.0,1.34,17.4
24.0,54.9,904.2,0.0,64.6,0.0,0.85,3.12,3.2
140.0,163.2,905.1,0.0,90.9,0.0,0.7,3.39,19.0
66.7,167.7,904.3,0.0,89.0,0.0,0.7,5.49,13.0
8.2,37.2,896.2,2.2,82.8,0.0,0.85,1.27,1.0
93.4,98.8,889.9,2.2,76.0,1.27,1.0,2.97,15.0
4.3,14.8,889.0,2.2,92.7,0.0,0.5,2.03,1.3
59.5,144.1,894.5,2.2,89.1,0.0,1.0,2.99,4.6
16.8,61.3,896.2,2.2,77.5,0.0,1.0,1.43,2.0
73.6,122.6,902.2,0.0,84.6,1.17,0.7,0.45,16.4
70.9,78.7,900.5,0.0,79.8,1.5,0.3,3.23,22.1
57.4,57.2,897.9,2.1,80.6,0.0,0.7,1.98,7.2
54.6,80.2,893.4,2.2,71.6,0.0,0.85,1.16,5.3
12.7,37.7,893.2,2.2,76.2,0.0,1.0,1.92,2.6
3.0,11.8,898.0,2.0,62.7,0.0,1.0,0.46,0.5
18.1,45.0,899.8,0.2,72.5,0.0,1.0,5.24,1.2
6.7,31.7,898.6,1.4,84.4,0.0,0.85,3.28,2.3
41.6,92.1,892.9,2.2,93.4,0.24,1.0,4.52,6.4
14.9,20.3,899.6,0.4,93.7,0.0,0.5,2.44,1.8
130.0,250.0,898.7,1.3,79.5,2.0,1.0,4.99,21.8
35.9,42.4,892.7,2.2,81.2,0.0,0.85,2.76,3.0
60.5,151.9,893.9,2.2,66.5,0.0,0.85,3.24,6.1
5.0,22.7,899.8,0.2,84.3,0.0,0.85,2.81,1.4
69.3,170.2,896.1,2.2,62.5,0.0,1.0,4.09,5.3
89.6,169.2,903.4,0.0,70.0,1.9,0.5,3.2,28.4
23.4,34.1,899.0,1.0,83.4,0.0,0.85,1.64,4.0
32.6,77.9,895.1,2.2,70.9,0.0,0.7,0.97,7.1
50.7,67.6,897.0,2.2,61.7,0.0,0.85,3.41,5.8
6.7,25.6,897.3,2.2,89.1,0.0,1.0,2.79,0.0
24.4,69.9,894.1,2.2,70.9,0.0,0.85,0.71,3.7
17.8,43.9,893.3,2.2,62.2,0.12,0.85,2.3,3.9
5.5,12.1,899.8,0.2,62.6,0.0,0.5,2.93,0.0
16.0,38.2,900.4,0.0,68.8,0.26,0.5,4.58,5.0
2.5,29.0,899.4,0.6,66.2,0.0,1.0,0.6,0.7
0.9,40.2,903.1,0.0,87.1,0.0,1.0,2.05,0.0
5.1,28.1,894.8,2.2,71.3,0.0,1.0,4.56,0.8
115.5,173.9,903.7,0.0,88.2,1.57,0.3,3.64,34.4
27.9,56.3,893.4,2.2,66.1,0.0,1.0,1.74,2.6
118.2,182.0,892.9,2.2,77.3,1.37,0.7,4.68,23.4
19.8,76.3,890.0,2.2,84.1,0.0,0.85,2.81,3.8
13.1,35.2,895.2,2.2,82.8,0.17,0.85,2.84,3.2
24.7,54.1,895.0,2.2,81.0,0.0,1.0,5.38,0.6
20.3,54.4,899.1,0.9,92.4,0.0,1.0,5.22,3.2
3.9,25.4,898.0,2.0,68.0,0.0,0.85,2.1,1.3
35.8,98.7,892.2,2.2,77.3,0.0,1.0,0.95,2.6
8.5,32.1,895.4,2.2,90.9,0.0,1.0,1.93,0.1
33.8,71.0,895.5,2.2,62.7,0.51,1.0,0.36,6.5
36.8,67.7,889.9,2.2,62.0,0.0,0.85,0.31,5.2
5.8,44.5,893.1,2.2,68.2,0.0,0.85,2.3,1.6
2.2,14.0,893.9,2.2,82.2,0.0,1.0,5.19,0.0
53.1,93.3,902.7,0.0,69.1,0.0,1.0,4.82,4.4
21.6,57.1,897.8,2.2,66.7,0.0,1.0,2.91,2.8
2.1,38.4,899.6,0.4,76.1,0.0,0.85,3.2,1.5
140.0,250.0,891.0,2.2,81.5,2.0,1.0,0.23,32.3
2.1,24.0,901.8,0.0,68.7,0.0,0.7,1.34,2.0
41.6,104.1,902.2,0.0,70.5,0.0,1.0,0.33,2.4
140.0,192.1,889.0,2.2,81.5,1.46,0.5,4.2,32.4
9.6,28.3,894.2,2.2,93.1,0.0,1.0,0.97,2.4
5.4,19.1,899.0,1.0,83.6,0.0,0.5,4.81,1.9
4.5,36.8,899.6,0.4,87.4,0.04,0.7,3.61,1.3
12.6,21.9,894.3,2.2,72.8,0.0,0.7,1.42,1.7
3.7,20.4,895.8,2.2,69.5,0.0,0.5,1.04,0.9
41.2,90.7,894.6,2.2,75.9,0.0,1.0,3.53,5.5
2.3,31.0,897.4,2.2,88.2,0.0,1.0,4.97,0.2
24.9,56.4,901.8,0.0,76.0,0.0,1.0,4.01,1.9
140.0,250.0,893.9,2.2,89.6,0.0,1.0,2.05,15.6
58.9,73.8,901.0,0.0,94.6,0.69,1.0,3.31,7.9
33.4,66.1,893.9,2.2,62.5,0.42,0.85,1.85,7.7
12.8,29.2,893.6,2.2,61.6,0.0,1.0,5.5,0.3
34.2,77.2,900.3,0.0,65.2,0.7,0.85,4.17,9.5
26.2,56.8,900.7,0.0,73.5,0.0,1.0,3.46,1.4
19.4,44.9,900.4,0.0,64.6,0.0,0.85,2.44,3.0
4.9,22.8,891.7,2.2,90.5,0.0,0.3,3.48,-0.0
76.2,101.0,895.1,2.2,60.8,0.62,0.85,2.01,10.6
20.9,52.6,900.3,0.0,71.1,0.0,0.85,0.35,2.0
7.6,16.3,897.2,2.2,66.5,0.0,0.85,2.29,0.0
16.0,17.3,892.7,2.2,92.6,0.36,0.7,5.13,4.9
18.7,48.2,898.8,1.2,83.4,0.26,1.0,3.52,3.4
61.5,157.5,894.1,2.2,91.9,0.23,0.3,0.64,22.4
46.3,81.1,904.2,0.0,94.0,0.0,0.85,4.89,5.4
51.3,94.4,903.2,0.0,77.4,0.0,1.0,1.63,4.4
0.4,3.0,899.4,0.6,68.2,0.0,0.3,1.49,0.0
18.8,54.6,902.4,0.0,66.8,0.0,0.5,1.77,3.3
23.0,57.3,897.3,2.2,67.8,0.0,0.85,3.26,2.6
0.7,7.3,900.1,0.0,84.8,0.0,1.0,3.09,0.0
10.5,25.3,902.9,0.0,61.4,0.0,0.7,2.8,1.5
50.0,76.9,898.0,2.0,61.8,0.0,1.0,4.0,4.4
5.2,11.6,896.0,2.2,81.3,0.0,0.85,1.88,1.2
26.8,60.3,890.2,2.2,82.5,0.0,1.0,4.34,3.1
8.5,26.1,896.7,2.2,83.3,0.06,0.85,1.13,0.4
0.4,10.8,900.3,0.0,73.0,0.0,0.7,4.35,0.0
9.7,15.8,900.8,0.0,88.2,0.0,1.0,3.72,0.5
130.4,250.0,899.0,1.0,78.7,0.0,0.5,3.82,27.2
56.6,117.5,894.8,2.2,63.7,0.0,1.0,2.75,4.6
112.3,109.9,889.1,2.2,87.9,0.0,1.0,3.74,10.0
23.4,49.9,895.0,2.2,93.4,0.0,0.85,0.62,5.0
4.1,14.0,895.8,2.2,62.1,0.0,0.7,4.71,1.4
27.8,76.1,895.7,2.2,73.7,0.0,0.3,0.49,9.3
21.2,23.8,899.5,0.5,77.1,0.0,0.7,0.99,2.2
65.1,154.3,904.9,0.0,65.1,0.82,1.0,3.26,8.4
3.6,26.6,897.5,2.2,90.4,0.0,0.3,4.12,3.9
23.4,56.5,896.1,2.2,69.9,0.35,0.5,0.6,8.5
5.7,18.9,896.0,2.2,87.4,0.0,1.0,5.08,1.2
13.7,53.0,897.5,2.2,83.5,0.06,0.85,5.36,2.1
46.8,88.2,893.7,2.2,80.9,0.0,0.85,3.41,6.2
22.6,38.0,897.5,2.2,66.7,0.0,0.85,2.75,3.8
16.5,49.0,898.8,1.2,67.7,0.0,0.3,4.13,5.1
17.6,28.3,897.8,2.2,61.7,0.05,1.0,1.94,1.9
21.5,33.2,898.8,1.2,68.4,0.0,0.85,2.81,0.8
53.8,63.3,898.7,1.3,72.1,0.0,1.0,5.06,3.1
77.9,117.1,889.9,2.2,89.2,0.0,0.85,5.26,9.1
108.8,222.3,899.5,0.5,72.8,0.0,0.7,5.11,14.7
54.1,116.9,894.3,2.2,86.4,0.85,1.0,1.59,12.3
13.3,19.9,892.6,2.2,75.4,0.0,0.85,1.43,0.9
40.8,81.1,892.6,2.2,87.5,0.0,0.3,1.78,12.3
20.1,34.7,898.7,1.3,94.2,0.0,0.7,2.54,3.5
10.3,52.7,896.1,2.2,68.4,0.0,0.85,1.87,1.9
64.3,95.9,890.3,2.2,90.2,0.8,1.0,2.18,13.1
1.4,8.7,898.9,1.1,81.8,0.0,0.85,3.49,0.0
81.2,154.5,891.2,2.2,88.6,0.0,0.7,4.24,13.3
21.7,35.1,897.6,2.2,82.8,0.0,0.7,4.1,2.2
35.5,99.0,898.0,2.0,74.8,0.0,1.0,4.52,0.9
37.7,77.1,900.5,0.0,68.0,0.0,0.7,0.37,4.0
78.9,160.4,904.1,0.0,62.5,0.31,1.0,0.45,6.3
35.4,97.0,891.5,2.2,78.7,0.0,1.0,4.38,2.3
33.3,58.3,896.8,2.2,94.7,0.0,0.85,3.03,5.5
2.4,5.8,895.9,2.2,85.8,0.0,1.0,3.26,0.0
25.6,73.0,898.7,1.3,71.5,0.0,1.0,0.48,2.2
5.7,42.6,897.9,2.1,89.0,0.0,0.7,1.55,1.9
46.8,51.8,895.6,2.2,86.9,0.24,0.85,3.58,6.8
25.1,27.1,895.2,2.2,69.9,0.0,0.7,4.75,2.5
39.9,61.8,892.5,2.2,60.5,0.41,0.7,5.06,6.6
1.5,20.3,901.0,0.0,64.1,0.03,0.7,2.85,0.0
3.1,19.2,898.8,1.2,90.7,0.0,1.0,3.09,0.0
44.1,69.6,900.7,0.0,89.3,0.0,1.0,4.62,3.2
2.6,24.6,895.8,2.2,70.3,0.0,0.85,3.05,1.1
2.6,8.7,894.4,2.2,70.0,0.0,1.0,2.94,0.5
0.4,19.4,892.7,2.2,87.8,0.0,0.7,5.0,0.0
109.7,238.7,898.4,1.6,92.8,0.45,0.85,4.39,18.2
46.8,48.5,892.8,2.2,87.3,0.0,1.0,5.02,4.8
15.3,47.7,904.4,0.0,81.2,0.0,0.85,1.36,2.2
12.3,64.9,891.8,2.2,68.5,0.0,0.5,2.98,4.6
15.1,48.6,898.1,1.9,78.4,0.0,1.0,4.67,0.8
52.2,114.5,903.3,0.0,68.2,0.27,1.0,0.79,4.6
37.9,72.2,899.4,0.6,88.3,0.42,0.7,4.41,7.2
7.2,40.4,897.7,2.2,73.5,0.0,1.0,1.17,0.7
6.7,15.3,893.1,2.2,89.2,0.0,1.0,4.48,1.5
3.6,12.4,891.5,2.2,73.4,0.0,1.0,3.44,1.2
37.8,56.1,900.1,0.0,88.8,0.16,0.85,1.22,4.7
50.6,100.1,903.0,0.0,71.7,0.0,0.85,2.71,6.2
10.8,56.4,895.2,2.2,75.4,0.0,0.85,3.81,3.9
0.7,15.4,892.4,2.2,81.5,0.0,0.5,3.56,0.0
3.0,30.7,889.0,2.2,62.5,0.0,0.7,2.46,2.1
120.3,200.9,893.1,2.2,93.2,0.4,0.3,4.97,29.3
12.3,38.0,896.5,2.2,80.1,0.0,0.85,2.95,0.6
51.3,124.2,903.4,0.0,77.8,0.0,1.0,2.88,3.7
34.3,57.4,899.7,0.3,89.4,0.0,0.3,0.53,7.0
16.8,40.8,898.2,1.8,90.3,0.0,1.0,5.09,3.6
8.1,13.0,895.4,2.2,78.3,0.14,0.7,1.14,2.8
4.5,45.1,894.7,2.2,92.5,0.0,1.0,3.0,1.4
33.4,50.8,902.6,0.0,62.3,0.0,0.7,4.46,3.7
52.2,117.5,897.8,2.2,64.0,0.0,0.5,1.34,11.1
36.1,66.8,889.0,2.2,80.9,0.52,0.85,3.0,7.2
26.4,54.7,894.3,2.2,72.4,0.0,1.0,1.48,2.8
1.5,27.4,893.6,2.2,76.2,0.0,1.0,4.23,0.0
121.0,136.1,894.8,2.2,71.5,0.37,0.85,3.19,15.5
56.1,95.1,899.3,0.7,74.2,0.38,1.0,4.74,7.0
12.1,28.9,896.6,2.2,88.8,0.0,0.7,4.94,2.2
136.9,172.8,896.7,2.2,80.8,0.0,0.85,3.64,13.6
32.2,56.5,902.3,0.0,94.9,0.0,1.0,4.04,4.5
30.6,57.0,894.2,2.2,87.5,0.0,0.85,3.11,3.8
48.3,79.5,904.5,0.0,69.6,0.0,0.85,2.24,7.2
58.5,163.6,894.3,2.2,69.3,0.0,1.0,3.64,5.3
37.4,81.1,897.4,2.2,71.8,0.0,0.7,5.01,5.7
4.8,26.2,895.9,2.2,89.5,0.0,0.5,2.41,2.6
14.5,46.5,897.5,2.2,61.0,0.0,1.0,1.87,0.0
92.1,227.8,898.8,1.2,68.1,0.0,1.0,2.26,7.9
8.9,9.2,898.7,1.3,91.7,0.0,0.7,2.51,3.8
16.3,54.5,894.0,2.2,82.4,0.0,1.0,0.59,-0.0
19.8,76.3,892.5,2.2,67.9,0.0,1.0,2.84,1.3
20.3,28.5,907.0,0.0,67.7,0.0,0.85,2.82,1.7
33.2,69.1,895.1,2.2,90.2,0.71,1.0,3.32,8.4
100.3,215.9,899.8,0.2,91.3,0.0,1.0,2.12,10.6
9.6,44.3,890.6,2.2,69.0,0.0,0.3,3.45,5.0
4.5,41.0,895.9,2.2,74.7,0.0,1.0,4.85,2.5
7.7,35.2,896.5,2.2,89.2,0.0,0.5,5.26,3.1
76.3,126.6,898.9,1.1,87.0,1.04,1.0,3.29,13.4
36.3,66.1,889.0,2.2,88.5,0.0,0.7,0.43,7.9
11.8,58.3,897.7,2.2,78.1,0.0,0.85,5.34,3.3
59.2,148.8,892.4,2.2,91.9,0.0,1.0,3.94,5.4
69.2,84.3,898.3,1.7,71.4,0.56,0.7,1.98,13.2
65.6,129.5,892.9,2.2,65.5,0.0,0.5,0.98,13.4
87.9,155.3,893.6,2.2,84.8,1.46,1.0,0.96,18.9
10.2,18.9,895.9,2.2,78.9,0.0,0.7,1.09,1.2
49.2,59.6,892.8,2.2,89.9,0.96,0.85,0.44,13.9
21.6,49.4,895.1,2.2,62.8,0.0,0.7,4.98,3.0
64.6,151.8,892.2,2.2,89.5,0.3,0.7,3.07,15.1
45.6,93.2,889.7,2.2,70.3,0.0,1.0,3.91,2.7
52.4,106.5,901.1,0.0,82.9,0.0,1.0,4.59,2.2
37.4,74.5,891.8,2.2,61.4,0.0,0.85,4.4,2.6
6.8,45.1,896.3,2.2,81.3,0.0,0.5,4.88,4.4
27.6,73.5,900.0,0.0,85.1,0.0,1.0,5.33,1.1
140.0,213.5,894.5,2.2,72.9,2.0,0.85,2.53,28.7
97.0,239.8,893.7,2.2,67.5,2.0,1.0,5.24,18.8
1.5,19.3,897.9,2.1,78.8,0.0,0.7,4.03,0.0
6.3,30.9,901.5,0.0,89.2,0.0,0.85,0.57,0.9
4.9,35.3,892.3,2.2,71.3,0.0,0.7,3.81,4.5
45.3,61.1,896.4,2.2,68.8,0.0,0.5,3.84,9.2
59.6,116.4,890.1,2.2,69.8,0.31,1.0,5.0,6.0
8.4,16.2,895.4,2.2,93.2,0.0,1.0,2.18,0.5
24.7,61.5,897.1,2.2,72.6,0.0,0.3,3.3,10.6
64.3,122.0,893.6,2.2,60.1,0.0,1.0,0.26,6.8
46.2,105.3,895.2,2.2,87.4,0.0,0.7,1.96,8.8
27.3,56.8,891.4,2.2,84.5,0.0,0.7,0.53,5.7
31.2,54.0,897.3,2.2,64.5,0.0,0.7,2.97,4.4
24.9,45.1,901.2,0.0,94.5,0.0,1.0,4.53,0.4
12.4,38.8,892.6,2.2,81.3,0.0,1.0,1.29,1.8
29.1,41.6,894.5,2.2,77.5,0.0,0.7,3.0,3.2
40.9,68.9,899.0,1.0,73.4,0.83,1.0,1.28,9.8
72.3,126.6,901.8,0.0,91.5,0.0,0.7,0.84,9.2
35.4,42.6,891.0,2.2,68.5,0.0,0.85,2.91,3.7
50.1,53.5,896.3,2.2,70.0,0.42,0.85,0.62,7.1
6.1,42.8,898.1,1.9,64.3,0.0,1.0,3.31,0.0
21.7,60.4,896.6,2.2,86.6,0.0,0.5,0.37,6.0
0.3,29.5,889.0,2.2,80.8,0.0,0.85,0.77,0.0
9.9,49.3,899.0,1.0,81.3,0.22,0.85,3.11,4.5
45.4,85.0,903.1,0.0,67.6,0.0,0.5,3.33,8.0
140.0,250.0,897.5,2.2,82.8,1.85,0.7,0.35,41.1
3.7,14.5,892.9,2.2,86.8,0.0,0.3,3.24,1.2
18.0,62.0,894.9,2.2,72.5,0.0,1.0,4.64,2.0
56.3,152.8,904.1,0.0,88.0,0.4,0.7,4.03,11.9
8.0,32.7,900.6,0.0,72.2,0.0,1.0,0.9,0.0
28.3,51.6,899.6,0.4,86.5,0.0,0.7,3.34,2.4
46.2,66.7,898.4,1.6,61.2,0.0,0.5,3.76,7.6
33.5,44.0,894.4,2.2,79.3,0.41,1.0,0.4,7.2
7.3,33.6,896.2,2.2,93.9,0.0,0.85,4.73,2.1
15.4,23.8,896.7,2.2,94.3,0.0,0.7,5.0,2.6
53.6,145.7,899.2,0.8,69.9,0.0,1.0,4.71,5.7
28.3,46.9,903.0,0.0,75.4,0.0,0.7,4.57,3.9
0.2,36.9,901.5,0.0,62.2,0.0,1.0,4.15,0.0
50.1,138.5,891.3,2.2,90.6,0.0,0.5,3.56,13.3
1.3,31.7,897.9,2.1,79.9,0.0,1.0,3.8,0.0
47.9,86.0,899.9,0.1,73.5,0.0,0.85,4.47,5.5
7.9,41.3,899.5,0.5,63.9,0.0,1.0,3.71,0.4
111.0,250.0,894.5,2.2,93.1,0.0,1.0,1.94,13.1
16.1,48.0,908.7,0.0,78.6,0.0,0.85,2.19,2.4
13.9,39.5,891.9,2.2,69.9,0.0,0.85,4.95,1.0
5.6,48.1,892.7,2.2,72.3,0.0,1.0,0.29,1.8
12.8,51.8,897.9,2.1,69.5,0.0,0.5,3.9,3.4
73.2,117.7,905.5,0.0,81.1,0.0,1.0,5.26,6.0
140.0,250.0,893.7,2.2,92.5,0.81,0.7,3.94,29.3
16.1,22.7,895.9,2.2,90.0,0.0,0.85,5.47,1.5
20.8,21.5,901.3,0.0,76.1,0.0,0.85,3.84,3.0
44.8,79.4,896.9,2.2,88.9,0.12,1.0,0.38,7.5
76.1,119.1,895.7,2.2,74.8,0.28,0.85,4.58,10.9
31.5,72.2,899.3,0.7,68.8,0.0,0.85,1.71,2.8
17.4,43.6,898.1,1.9,94.4,0.0,1.0,2.56,2.0
18.6,46.1,901.1,0.0,70.6,0.0,1.0,1.85,0.0
41.6,65.6,902.2,0.0,71.3,0.0,1.0,1.62,4.4
0.1,1.7,898.2,1.8,94.6,0.0,1.0,2.49,0.0
33.8,97.8,898.2,1.8,64.7,0.73,1.0,2.21,6.7
15.4,54.3,897.9,2.1,86.6,0.0,1.0,3.56,0.5
55.3,85.0,899.0,1.0,92.8,0.72,0.7,4.51,13.2
3.4,29.3,897.2,2.2,77.9,0.0,1.0,1.77,2.3
31.1,91.3,897.0,2.2,60.1,0.0,1.0,1.33,3.4
